camera_id,timestamp,md5,bicycle,car,motorcycle,bus,train,truck,total
5797,2022-10-01 00:02:00,841f2417a7d6210c54623adac6e5d261,0,8,0,1,0,0,9
5797,2022-10-01 00:07:00,ed185c0c50ea78979a6206b4784a8fbe,0,5,0,0,0,0,5
5797,2022-10-01 00:12:00,21bff4d97f2f920268c671f72b712b21,0,2,0,0,0,0,2
5797,2022-10-01 00:17:00,344b44c027343ea8c87f61cc6f04e3e0,0,8,0,0,0,0,8
5797,2022-10-01 00:23:00,18f3c9b98fa3c6e2507b94e98e4f5aa2,0,3,0,0,1,0,4
5797,2022-10-01 00:27:00,200b16001812e1b29bb787ce71b0d1a7,0,3,0,0,0,0,3
5797,2022-10-01 00:33:00,9fccbbd6ec7f20862a34d801a5a34969,0,1,0,0,0,1,2
5797,2022-10-01 00:36:00,4513ee418f46ea7f84c7ba5b45f4ddbc,0,6,0,0,0,0,6
5797,2022-10-01 00:41:00,615538d91371bbad527263603900dff1,0,0,0,0,0,0,0
5797,2022-10-01 00:48:00,e89edc54d29cab02c7fef45349653a6b,0,2,0,0,0,0,2
5797,2022-10-01 00:52:00,15aa142af4c8400b4b551281e4f272eb,0,4,0,2,0,0,6
5797,2022-10-01 00:57:00,084fb09b30242da56dc38b4015dd5ac5,0,1,0,0,0,0,1
5797,2022-10-01 01:02:00,3dcb7a2ae53cc79ad4529fdc43033723,0,4,0,0,0,0,4
5797,2022-10-01 01:07:00,881fce8e4577290d9cb6bc9feae4388e,0,3,0,1,1,1,6
5797,2022-10-01 01:11:00,b50d8d9d0cd035b61d0ee01d9129143c,0,1,0,1,0,0,2
5797,2022-10-01 01:17:00,f039fb43116af9816d44c7554bddb769,0,0,0,0,0,0,0
5797,2022-10-01 01:22:00,9d2f1a957ff95ffca63b5a64362183b0,0,4,0,0,0,0,4
5797,2022-10-01 01:27:00,8094a16a7f267ae82a7a9fae3b48f542,0,1,0,0,0,0,1
5797,2022-10-01 01:33:00,71ce6b77b4f015a2ec250ef978086eab,0,2,0,0,0,0,2
5797,2022-10-01 01:37:00,48c9dfa297e74f1277baf1ea21cb82a1,0,1,0,0,0,0,1
5797,2022-10-01 01:42:00,160c852041fd2a65a07443d28d3c596f,0,1,0,0,0,0,1
5797,2022-10-01 01:47:00,f81a1306e3b0357fef2407ef3c27ff96,0,1,0,0,0,0,1
5797,2022-10-01 01:52:00,ac7afee886f680dbbef47940bbd604ac,0,1,0,0,0,0,1
5797,2022-10-01 01:57:00,7178b9df15fd5d450dd8dde10ae0a2d2,0,3,0,0,0,0,3
5797,2022-10-01 02:02:00,0f516279667510ed71a35716663b3fef,0,4,0,0,0,0,4
5797,2022-10-01 02:07:00,68f0d6a8e18fef88b7e23ab8c5149aed,0,0,0,0,0,0,0
5797,2022-10-01 02:11:00,2ab6047d20d56c758a399c8bf888c97d,0,3,0,0,0,0,3
5797,2022-10-01 02:17:00,2162d941104d9f0dc7c71bba067b86cc,0,0,0,0,0,0,0
5797,2022-10-01 02:22:00,cb898ca456ed167513f269143d1a8c4f,0,4,0,0,0,0,4
5797,2022-10-01 02:27:00,d4a22a4cea9ce416fb873271b34c1625,0,4,0,0,0,0,4
5797,2022-10-01 02:33:00,97971f44890a0cac660659430fd957a3,0,0,0,0,0,0,0
5797,2022-10-01 02:37:00,3860655e6dd62dfa410d439150dc97b1,0,1,0,0,0,1,2
5797,2022-10-01 02:42:00,fa8da1c3f24a413c9980b131d87799aa,0,3,0,0,0,0,3
5797,2022-10-01 02:48:00,9d7fdc07935c88179b6a41269510608b,0,0,0,0,0,0,0
5797,2022-10-01 02:52:00,8be8d78966e985b0dff47a3efc28c8e9,0,2,0,0,0,0,2
5797,2022-10-01 02:57:00,e9475d667f755718cdf28a100b0b392e,0,0,0,0,0,0,0
5797,2022-10-01 03:02:00,88273c07e4ae2cf02d0b8de6d757d557,0,1,1,0,0,0,2
5797,2022-10-01 03:08:00,bd44c205288850fe19a12fa78a10f47f,0,2,0,0,0,0,2
5797,2022-10-01 03:12:00,447ccbbcb77d823e8283807cf90a4e6c,0,4,0,0,0,0,4
5797,2022-10-01 03:17:00,44a9dc24edf55aa9c87b1c374b63b19e,0,0,0,0,0,0,0
5797,2022-10-01 03:22:00,0e4c7770a7a593c1f71f0dd1ebaabc6d,0,2,0,0,0,0,2
5797,2022-10-01 03:26:00,d56077360779ea84873f02147e59d045,0,3,0,0,0,0,3
5797,2022-10-01 03:32:00,c3fe42c1f553cb0fcd19ca18b3b530d9,0,3,0,0,0,0,3
5797,2022-10-01 03:38:00,601084d2a9edd63ae87f72041faf6418,0,2,0,0,0,0,2
5797,2022-10-01 03:43:00,eaedea08bc7ffa34872657053d7938d1,0,0,0,0,0,0,0
5797,2022-10-01 03:47:00,a003a82a801090dd3e4b154a0e799690,0,2,0,0,1,0,3
5797,2022-10-01 03:52:00,afe5df40a91e37074f20011f5840234c,0,1,0,0,0,1,2
5797,2022-10-01 03:57:00,814d3521f915246a08b18e4493750335,0,0,0,0,0,0,0
5797,2022-10-01 04:03:00,d53b3ad4b26cbb3812888c9304b62d22,0,0,0,0,0,0,0
5797,2022-10-01 04:08:00,fbf531e3f834227902b9bd0bbe711a42,0,2,0,0,0,0,2
5797,2022-10-01 04:14:00,fac632ef3d7c69f516cb68bcc9fa037e,1,0,0,0,0,0,1
5797,2022-10-01 04:17:00,0e6758732b9cef27756848d56af8f169,0,2,0,0,1,0,3
5797,2022-10-01 04:23:00,fbae17fc935924307b1a122c00f6ca37,0,1,0,0,0,0,1
5797,2022-10-01 04:26:00,16b982c8b56c0c931bc86de1556f0d5e,0,2,0,0,0,1,3
5797,2022-10-01 04:32:00,ad6c766e53e1937e969c73702edcf240,0,2,0,0,0,0,2
5797,2022-10-01 04:36:00,c8e38452ebad4f7d2a31098e50910814,0,2,0,0,0,0,2
5797,2022-10-01 04:41:00,c5b8a7abf16e98a75b89c5be139cae43,0,1,0,0,0,0,1
5797,2022-10-01 04:47:00,deafb5340c754bd6daefa25c28ef166f,0,1,0,0,0,0,1
5797,2022-10-01 04:52:00,1fc2c215c310067184cdef9834990ec2,0,5,0,0,0,0,5
5797,2022-10-01 04:57:00,1860194dff15f75f31148920c111be0d,0,0,0,0,0,0,0
5797,2022-10-01 05:02:00,a15f693eccc45695e4b6f7376d4175be,0,1,0,0,0,0,1
